title,authors,categories,published_year
The Hamlet,William Faulkner,Fiction,1991.0
Athena,John Banville,Fiction,1996.0
The Radicalism of the American Revolution,Gordon S. Wood,History,1993.0
Mortals,Norman Rush,Fiction,2004.0
Selected Speeches and Writings,Abraham Lincoln,History,1992.0
"Caramelo, Or, Puro Cuento",Sandra Cisneros,Fiction,2003.0
Written on the Body,Jeanette Winterson,Fiction,1994.0
After Henry,Joan Didion,Fiction,1993.0
The grass harp,Truman Capote,Fiction,1993.0
"Other Voices, Other Rooms",Truman Capote,Fiction,1994.0
Sanctuary,William Faulkner,Fiction,1993.0
The Great American Novel,Philip Roth,Fiction,1973.0
The Comfort of Strangers,Ian McEwan,Fiction,2002.0
"Asa, as I Knew Him",Susanna Kaysen,Fiction,1994.0
The Death of Virgil,Hermann Broch,Fiction,1995.0
The Son Avenger,Sigrid Undset,Fiction,1995.0
When I was Puerto Rican,Esmeralda Santiago,Biography & Autobiography,1994.0
When She was Good,Philip Roth,Fiction,1995.0
In Pharaoh's Army,Tobias Wolff,Biography & Autobiography,1995.0
Snow Country,Yasunari Kawabata,Fiction,1996.0
Beauty and Sadness,Yasunari Kawabata,Fiction,1996.0
Blues for Mister Charlie,James Baldwin,Drama,1995.0
Aman,Virginia Lee Barnes,Biography & Autobiography,1994.0
Thousand Cranes,川端康成,Fiction,1959.0
Encore Provence,Peter Mayle,Travel,2000.0
Art & Lies,Jeanette Winterson,Fiction,1996.0
The Camera My Mother Gave Me,Susanna Kaysen,Biography & Autobiography,2002.0
Corelli's Mandolin,Louis De Bernières,Fiction,1995.0
"Resistance, Rebellion, and Death",Albert Camus,Fiction,1961.0
Letting Go,Philip Roth,Fiction,1997.0
The Simple Truth,Philip Levine,Poetry,1994.0
Walt Whitman's America,David S. Reynolds,Biography & Autobiography,1996.0
Selected Stories,Andre Dubus,Fiction,1996.0
"South of the Border, West of the Sun",Haruki Murakami,Fiction,2000.0
The Untouchable,John Banville,Fiction,1998.0
Psycho Shop,Alfred Bester & Roger Zelazny,Fiction,2013.0
A civil action,Jonathan Harr,Law,1996.0
The Grotesque,Patrick McGrath,Fiction,1996.0
The Road to Reality,Roger Penrose,Science,2007.0
Birdsong,Sebastian Faulks,Fiction,1997.0
The Living and the Dead,Paul Hendrickson,History,1997.0
The Rules of Attraction,Bret Easton Ellis,Fiction,1998.0
Less Than Zero,Bret Easton Ellis,Fiction,1998.0
The Charterhouse of Parma,Stendhal,Fiction,2000.0
Basic Writings of Nietzsche,Friedrich Wilhelm Nietzsche,Philosophy,2000.0
Shalimar the Clown,Salman Rushdie,Fiction,2006.0
In the Land of White Death,Valerian Ivanovich Alʹbanov,Biography & Autobiography,2000.0
Fear and Loathing in Las Vegas,Hunter S. Thompson,Biography & Autobiography,1998.0
In the Hand of the Goddess,Tamora Pierce,Juvenile Fiction,1997.0
P.J. Funnybunny Camps Out,Marilyn Sadler,Juvenile Fiction,1993.0
Junie B. Jones and a Little Monkey Business,Barbara Park,Juvenile Fiction,1993.0
Ballet Shoes,Noel Streatfeild,Juvenile Fiction,1993.0
"Dear God, Help!!! Love, Earl",Barbara Park,Juvenile Fiction,1994.0
Theater Shoes,Noel Streatfeild,Juvenile Fiction,1994.0
Daisy-head Mayzie,Dr. Seuss,Juvenile Fiction,1994.0
Dr. Seuss's ABC,Dr. Seuss,Juvenile Fiction,1996.0
The Berenstain Bears and the Blame Game,Stan Berenstain;Jan Berenstain,Juvenile Fiction,1997.0
The Little Butterfly,,Juvenile Nonfiction,1998.0
The Lorax,Dr. Seuss,Juvenile Fiction,1998.0
Three Tales of My Father's Dragon,,Juvenile Fiction,1998.0
The Trail of Tears,Joseph Bruchac;Diana Magnuson,Juvenile Nonfiction,1999.0
Earthquake in the Early Morning,Mary Pope Osborne,Juvenile Fiction,2001.0
The Cat in the Hat,Dr. Seuss,Juvenile Fiction,1997.0
Leaves of Grass,Walt Whitman,American poetry,1998.0
The More Than Complete Hitchhiker's Guide,Douglas Adams,Fiction,1987.0
Every Night Italian,Giuliano Hazan,Cooking,2000.0
"The Metamorphosis, in the Penal Colony and Other Stories",Franz Kafka,Fiction,2000.0
The Great Gatsby,Francis Scott Fitzgerald,Computers,1995.0
A Life in Letters,F. Scott Fitzgerald,Biography & Autobiography,1995.0
The Pat Hobby Stories,F. Scott Fitzgerald,Fiction,1995.0
The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,Fiction,1995.0
The Garden of Eden,Ernest Hemingway,Fiction,1995.0
American writers,Gale Group,Biography & Autobiography,2001.0
"Janet, My Mother, and Me",William Murray,Biography & Autobiography,2000.0
Achilles in Vietnam,Jonathan Shay,Psychology,1994.0
John Adams,David McCullough,Biography & Autobiography,2001.0
The Making of the Atomic Bomb,Richard Rhodes,History,1986.0
Mere Christianity,C. S. Lewis,Religion,1996.0
Italians,Luigi Barzini,History,1996.0
The Promise of Rest,Reynolds Price,Fiction,1996.0
The Reawakening,Primo Levi,Biography & Autobiography,1995.0
Survival In Auschwitz,Primo Levi,Biography & Autobiography,1996.0
Three case histories,Sigmund Freud;Philip Rieff,Psychology,1996.0
The Sun Also Rises,Ernest Hemingway,Fiction,1996.0
Touched With Fire,Kay Redfield Jamison,Psychology,1996.0
The Denial of Death,Ernest Becker,Philosophy,1997.0
A Calendar of Wisdom,Leo Tolstoy,Religion,1997.0
Good as Gold,Joseph Heller,Fiction,1997.0
Tolkien,David Day,Fiction,1991.0
Something Happened,Joseph Heller,Fiction,1974.0
God Knows,Joseph Heller,Fiction,1997.0
On Death and Dying,Elisabeth Kübler-Ross,Family & Relationships,1997.0
The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald;Matthew Joseph Bruccoli,Fiction,1998.0
"Two Girls, Fat and Thin",Mary Gaitskill,Fiction,1998.0
The Complete Short Stories Of Ernest Hemingway,Ernest Hemingway,Fiction,1998.0
Soul of the Sword,Robert L. O'Connell,Technology & Engineering,2002.0
Across the River and Into the Trees,Ernest Hemingway,Fiction,1998.0
Unlimited Power,Tony Robbins,Self-Help,1997.0
Tearing the Silence,Ursula Hegi,Social Science,1998.0
The Wheel of Life,Elisabeth Kübler-Ross,Biography & Autobiography,1998.0
Kate Vaiden,Reynolds Price,Fiction,1998.0
Underworld,Don DeLillo,Fiction,1998.0
Ronald Reagan,Dinesh D'Souza,Biography & Autobiography,1999.0
The Children's Book of America,William J. Bennett;Michael Hague,Fiction,1998.0
The Secret Diary of Anne Boleyn,Robin Maxwell,Fiction,1998.0
The Fall of a Sparrow,Robert Hellenga,Fiction,1999.0
The Walrus Was Paul,R. Gary Patterson,Music,1998.0
Close Range,Annie Proulx,Fiction,2000.0
The Last Temptation of Christ,Nikos Kazantzakis,Fiction,1998.0
Shadow,Bob Woodward,History,2000.0
Hamlet's Dresser,Bob Smith,Biography & Autobiography,2003.0
Out of the Woods,Chris Offutt,Fiction,2000.0
Merde!,Genevieve,Foreign Language Study,1998.0
Merde Encore!,Genevieve,Foreign Language Study,1998.0
Mad Cowboy,Howard F. Lyman;Glen Merzer,Health & Fitness,2001.0
The Noonday Demon,Andrew Solomon,Psychology,2002.0
Cryptozoology A To Z,Loren Coleman;Jerome Clark,Nature,1999.0
The Rum Diary,Hunter S. Thompson,Fiction,1999.0
Easy Riders Raging Bulls,Peter Biskind,Performing Arts,1999.0
To Have and Have Not,Ernest Hemingway,Fiction,1999.0
No Heroes,Chris Offutt,Biography & Autobiography,2003.0
Jukebox Queen Of Malta,Nicholas Rinaldi,Fiction,2000.0
Yesterday I Cried,Iyanla Vanzant,Self-Help,2000.0
Of Time and the River,Thomas Wolfe,Fiction,1999.0
Picture This,Joseph Heller,Fiction,2000.0
The Mutineer,Hunter S. Thompson,Biography & Autobiography,2014.0
Hey Rube,Hunter S. Thompson,Literary Collections,2005.0
Screwjack,Hunter S. Thompson,Fiction,2000.0
Exclusion and Embrace,Miroslav Volf,Religion,1996.0
The Merlin Trilogy,Mary Stewart,Fiction,1980.0
Karate is a Thing of the Spirit,Harry Crews,Fiction,1983.0
Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,Business & Economics,1999.0
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Essentialism (Philosophy),1984.0
A Short History of World War II,James L. Stokesbury,History,1980.0
Worlds enough and time,Joe Haldeman;Joe W. Haldeman,Fiction,1992.0
The first man in Rome,Colleen McCullough,Fiction,1990.0
Ten Days to Self-Esteem,David D. Burns,Self-Help,1999.0
Korean Short History,James L. Stokesbury,History,1990.0
Trapped in T Mirror,Elan Golomb,Family & Relationships,1995.0
"Julius, the Baby of the World",Kevin Henkes,Juvenile Fiction,1995.0
The Twelve Dancing Princesses,Marianna Mayer,Juvenile Fiction,1998.0
Love Poems,Nikki Giovanni,Poetry,1997.0
Behind a Mask,Louisa May Alcott,Fiction,1997.0
NYC Ballet Workout,Peter Martins,Health & Fitness,1997.0
Kevin Trudeau's Mega Memory,Kevin Trudeau,Self-Help,1997.0
Chester's Way,Kevin Henkes,Juvenile Fiction,1997.0
The Purpose of Your Life,Carol Adrienne,"Body, Mind & Spirit",1999.0
Naked Pictures of Famous People,Jon Stewart,Humor,1999.0
Phantoms in the Brain,V. S. Ramachandran,Medical,1999.0
The Lost Tomb,Kent R. Weeks,Social Science,1999.0
Cloudy With a Chance of Meatballs,Judi Barrett,Juvenile Fiction,1982.0
The Bears on Hemlock Mountain,Alice Dalgliesh,Juvenile Fiction,1992.0
The Fourth of July Story,Alice Dalgliesh,Juvenile Nonfiction,1995.0
My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,Juvenile Fiction,1995.0
Hitty Her First Hundred Years,Rachel Field,Juvenile Fiction,1998.0
A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction,1999.0
Sad Underwear and Other Complications,Judith Viorst,Juvenile Nonfiction,2000.0
Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction,2003.0
Where Is Baby's Mommy?,Karen Katz,Juvenile Nonfiction,2001.0
Poppy,Avi,Children's stories,2005.0
Silver on the Tree,Susan Cooper,Juvenile Fiction,2000.0
The Tombs of Atuan,Ursula K. Le Guin,Fiction,2001.0
"Sagwa, The Chinese Siamese Cat",Amy Tan,Juvenile Fiction,2001.0
The Storm,Cynthia Rylant,Juvenile Fiction,2003.0
Voting Rights Days,Ellen Weiss,Juvenile Fiction,2002.0
Counting Christmas,Karen Katz,Juvenile Fiction,2003.0
Who Wants a Cheap Rhinoceros?,Shel Silverstein,Juvenile Fiction,2002.0
"What a Scare, Jesse Bear",Nancy White Carlstrom,Juvenile Fiction,2012.0
The House of the Scorpion,Nancy Farmer,Young Adult Fiction,2004.0
Dragondrums,Anne McCaffrey,Juvenile Fiction,2003.0
Dragonsinger,Anne McCaffrey,Juvenile Fiction,2003.0
"Moo, Baa, la la La!",Sandra Boynton,Animal sounds,2004.0
The Octopus,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,2005.0
The Eagle,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,2005.0
Rash,Pete Hautman,Juvenile Fiction,2006.0
The Children's Homer,Padraic Colum,Juvenile Fiction,2004.0
Invisible,Pete Hautman,Juvenile Fiction,2006.0
Beatrice's Goat,Page McBrier,Juvenile Nonfiction,2004.0
Michael's Golden Rules,Deloris Jordan;Michael Jordan,Juvenile Fiction,2007.0
Amelia's 6th-Grade Notebook,Marissa Moss,Juvenile Fiction,2005.0
The Au Pairs,Melissa de la Cruz,Juvenile Fiction,2005.0
I Love Saturdays y domingos,Alma Flor Ada,Juvenile Fiction,2004.0
Star Bright,Cathy Hapka,Juvenile Nonfiction,2005.0
Alanna,Tamora Pierce,Juvenile Fiction,2005.0
The Woman Who Rides Like a Man,Tamora Pierce,Juvenile Fiction,2005.0
Soldiers of Destruction,Charles W. Sydnor,History,1990.0
"Sounds, Feelings, Thoughts",Wisława Szymborska,Poetry,1981.0
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Literary Criticism,1997.0
The Myth of the Eternal Return,Mircea Eliade,Social Science,1971.0
Eugene Onegin: Commentary and index,Aleksandr Sergeevich Pushkin,Literary Criticism,1990.0
EUGENE ONEGIN - A NOVEL IN VERSE V.1,Aleksandr Sergeevich Pushkin,Literary Criticism,1990.0
The Essential Kierkegaard,S瞨en·Kierkegaard,Philosophy,2000.0
A Source Book in Indian Philosophy,"Sarvepalli Radhakrishnan, Sir",Philosophy,1957.0
Fear and Trembling,Soren Aabye Kierkegaard;Søren Kierkegaard,Christianity,1954.0
Philosophy and the Mirror of Nature,Richard Rorty,Philosophy,1980.0
Kierkegaard's Writings,Søren Kierkegaard,,1987.0
Images and Symbols,Mircea Eliade,Religion,1961.0
Vladimir Nabokov,Brian Boyd,Biography & Autobiography,1991.0
The Rise of Christianity,Rodney Stark,Religion,1996.0
Making Democracy Work,Robert D. Putnam;Robert Leonardi;Raffaella Nanetti,Political Science,1993.0
Multiculturalism,Charles Taylor;Amy Gutmann,Philosophy,1994.0
The Nature of Space and Time,Stephen Hawking;Roger Penrose,Science,2000.0
The Essential John Nash,John Nash,Mathematics,2007.0
The complete works of Aristotle,Aristoteles,"Philosophy, Ancient",1985.0
The Complete Works of Aristotle,Aristotle,Philosophy,1984.0
Hamlet in Purgatory,Stephen Greenblatt,Drama,2002.0
The Two-Mile Time Machine,Richard B. Alley,Science,2002.0
Shamanism,Mircea Eliade,"Body, Mind & Spirit",2004.0
Hegel's Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel;Yirmiyahu Yovel,Philosophy,2005.0
On Bullshit,Harry G. Frankfurt,Philosophy,2005.0
The Chronicles of Narnia CD Box Set,C. S. Lewis,Juvenile Fiction,2004.0
Second Home,,House & Home,2000.0
Sisters,Charles Higham,Biography & Autobiography,1984.0
The Legend of the Poinsettia,,Juvenile Fiction,1997.0
Many Luscious Lollipops,Ruth Heller,Juvenile Nonfiction,1998.0
"Mine, All Mine",Ruth Heller,Juvenile Nonfiction,1999.0
Fantastic! Wow! and Unreal!,Ruth Heller,Juvenile Nonfiction,2000.0
In Search of Lost Time,Marcel Proust,,1992.0
The Risk of Darkness,Susan Hill,Detective and mystery stories,2006.0
The Egg and I,Betty MacDonald,Farm life,1992.0
The Time Machine,Herbert George Wells,"Science fiction, English",1985.0
The Beatles years,Barry Miles;Keith Badman,Biography & Autobiography,2001.0
Ender's Game,Orson Scott Card,,1985.0
The Mansion on the Hill,Fred Goodman,Music trade,2003.0
The World is Flat,Thomas L. Friedman,Computer science,2005.0
America,Jon Stewart;Ben Karlin;David Javerbaum,Democracy,2005.0
Hooked,Pauline Kael,Motion pictures,1990.0
Alfred Hitchcock and the Making of Psycho,Stephen Rebello,Psycho (Motion picture : 1960),1998.0
"Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile",Luigi Pirandello,,1987.0
Euripides,Pantelis Michelakis,Drama,2006.0
The Egyptologist,Arthur Phillips,Americans,2005.0
Economics: European Edition,Paul Krugman;Robin Wells;Kathryn Graddy,Business & Economics,2007.0
Banker,Dick Francis,Fiction,2000.0
Sushi for Beginners,Marian Keyes,Business women,2000.0
Medicus and the Disappearing Dancing Girls,Ruth Downie,Detective and mystery stories,2006.0
Orientalism,John MacKenzie;John MacDonald MacKenzie,Art,1995.0
A Farewell to Arms?,Michael Cox;Adrian Guelke;Fiona Stephen,History,2006.0
Maisie Dobbs,Jacqueline Winspear,Detective and mystery stories,2005.0
Birds of a Feather,Jacqueline Winspear,Children of the rich,2005.0
Black Sugar,Jeremy Reed,"Erotic poetry, English",1992.0
Robbins and Cotran Review of Pathology,Edward C. Klatt;Stanley Leonard Robbins;Vinay Kumar,Medical,2005.0
The Valkyries,Paulo Coelho,Angels,1996.0
How to Seduce Your Dream Man,Anna Maxted,Man-woman relationships,1999.0
Mutant Message from Forever,Marlo Morgan,Aboriginal Australians,2000.0
The Tale of Jemima Puddle-Duck,Beatrix Potter,Juvenile Nonfiction,2002.0
The Tale of The Flopsy Bunnies,Beatrix Potter,Juvenile Nonfiction,2010.0
The World of Peter Rabbit,Beatrix Potter,Juvenile Fiction,2006.0
A Journal,Beatrix Potter (Illustratorin),"Novelists, English",2006.0
The Dig,Alan Dean Foster;Sean Clark,Interplanetary voyages,1997.0
Exit to Eden,Anne Rampling;Anne Rice,Photographers,1998.0
Desert Heat,Ja Jance;Judith A. Jance,Fiction,2004.0
The Dark City,Max Allan Collins,Fiction,2005.0
Code,Charles Petzold,Computers,2000.0
Writing Secure Code,Michael Howard;David LeBlanc,Computers,2003.0
Homepage Usability,Jakob Nielsen;Marie Tahir,Business enterprises,2001.0
"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,Juvenile Nonfiction,2001.0
"Israel, My Beloved",Kay Arthur,Fiction,2001.0
Living with Passion and Purpose,Elizabeth George,Religion,2005.0
The Rapture,Tim F. LaHaye,Religion,1998.0
Life Management for Busy Women,Elizabeth George,Religion,2002.0
Simple Acts of Faith,Margaret Feinberg,Religion,2003.0
A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,Religion,2004.0
Loving God with All Your Mind,Elizabeth George,Religion,2005.0
The Greenlander,Mark Adlard,Adventure stories,1978.0
Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,Biography & Autobiography,2005.0
Middlesex Borough,,History,2003.0
Juneau and Sauk Counties,Jacqueline Ann;Sheila Zenk,History,2002.0
Sebastopol,Western Sonoma County Historical Society,History,2003.0
Lake Orion,James E. Ingram;Lori Grove,History,2006.0
Cypress Gardens,Mary M. Flekke;Sarah E. MacDonald;Randall M. MacDonald,History,2006.0
Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,History,2006.0
Selections from the Oakland Tribune Archives,Annalee Allen,History,2006.0
Book of Nightmares,John Peel,Fiction,2005.0
Rincewind the Wizzard,Terry Pratchett,Discworld (Imaginary place),1999.0
The Lord of the Rings,,"Baggins, Frodo (Fictitious character)",2002.0
Hitchhiker's Trilogy,Douglas Adams,"Dent, Arthur (Fictitious character)",2000.0
All the Pretty Horses,Cormac McCarthy,Americans,1992.0
The Chrestomanci Quartet,Diana Wynne Jones,Chrestomanci (Fictitious character),2000.0
The Last Herald-mage,Mercedes Lackey,"Fantasy fiction, American",1990.0
Wizard's Castle,Diana Wynne Jones,Fantasy,2002.0
A Tolkien Miscellany,John Ronald Reuel Tolkien,"Fantasy fiction, English",2002.0
The Abhorsen Trilogy,Garth Nix,"Fantasy fiction, American",2003.0
The complete guide to Middle-earth,Robert Foster,Literary Criticism,1971.0
Time Quartet,Madeleine L'Engle,Science fiction,2003.0
The Foundation Trilogy,Isaac Asimov,Science fiction,2004.0
The Christmas Thief,Mary Higgins Clark,Christmas stories,2004.0
Night fall,Nelson DeMille,Fiction,2004.0
The Sundering,Jacqueline Carey,Brothers,2005.0
Marley and me : love and life with the world's worst dog,John Grogan,Labrador retriever,2005.0
Twelve sharp,Janet Evanovich,Bail bond agents,2006.0
Bill Gates,Sara Barton-Wood,Juvenile Nonfiction,2001.0
Another Day in Paradise,Jim Toomey,Humor,2001.0
Calvin and Hobbes: Sunday Pages 1985-1995,Bill Watterson,Comics & Graphic Novels,2001.0
Another Day in Cubicle Paradise,Scott Adams,Humor,2002.0
The Complete Calvin and Hobbes,Bill Watterson,Comics & Graphic Novels,2005.0
Chomsky on Miseducation,Noam Chomsky,Education,2004.0
A Primate's Memoir,Robert M. Sapolsky,Nature,2002.0
"New Jewish Wedding, Revised",Anita Diamant,Reference,2001.0
Bowling Alone,Robert D. Putnam,History,2001.0
The Blackwater Lightship,Colm Toibin,Fiction,2001.0
The Most Of P.G. Wodehouse,P.G. Wodehouse,Fiction,2000.0
"How Right You Are, Jeeves",P.G. Wodehouse,Fiction,2000.0
Jeeves And The Tie That Binds,P.G. Wodehouse,Fiction,2000.0
The Body Artist,Don DeLillo,Fiction,2002.0
Sarah Ban Breathnach's Mrs. Sharp's Traditions,Sarah Ban Breathnach,Family & Relationships,2001.0
Not Much Fun,Stuart Y. Silverstein,Biography & Autobiography,2001.0
An Hour Before Daylight,Jimmy Carter,Biography & Autobiography,2001.0
Cover Her Face,P.D. James,Fiction,2001.0
Drugs and Crime Deviant Pathways,Cândido da Agra;Serge Brochu;Marie-Marthe Cousineau,Criminal behavior,2002.0
The Skull Beneath the Skin,P. D. James,Fiction,1982.0
Authentic Happiness,Martin E. P. Seligman,Psychology,2004.0
John Adams,David McCullough,Biography & Autobiography,2002.0
Yanks,John Eisenhower,History,2002.0
Man and Boy,Tony Parsons,Fiction,2001.0
Seventeen Seventy-six,David McCullough,Biography & Autobiography,2006.0
President Nixon,Richard Reeves,Biography & Autobiography,2002.0
